wl,412,443,469,488,531,547,555,645,667,678,748,859,869,1240,1640,2130
380,1.86E-05,1.47E-05,0,3.96E-06,2.07E-06,1.47E-06,0,0,2.96E-06,3.39E-06,1.70E-06,0,4.76E-06,0,0,0
381,3.22E-05,1.50E-05,0,3.83E-06,2.04E-06,1.69E-06,0,0,2.99E-06,3.37E-06,1.71E-06,0,4.76E-06,0,0,0
382,4.59E-05,1.53E-05,0,3.70E-06,2.00E-06,1.91E-06,0,0,3.02E-06,3.34E-06,1.73E-06,0,4.76E-06,0,0,0
383,5.95E-05,1.55E-05,0,3.56E-06,1.97E-06,2.13E-06,0,0,3.05E-06,3.32E-06,1.74E-06,0,4.76E-06,0,0,0
384,7.32E-05,1.58E-05,0,3.43E-06,1.93E-06,2.35E-06,0,0,3.08E-06,3.29E-06,1.76E-06,0,4.76E-06,0,0,0
385,8.68E-05,1.61E-05,0,3.30E-06,1.90E-06,2.58E-06,0,0,3.11E-06,3.27E-06,1.77E-06,0,4.76E-06,0,0,0
386,0.00010044,1.64E-05,0,3.17E-06,1.86E-06,2.80E-06,0,0,3.13E-06,3.24E-06,1.79E-06,0,4.76E-06,0,0,0
387,0.00011408,1.67E-05,0,3.04E-06,1.83E-06,3.02E-06,0,0,3.16E-06,3.22E-06,1.80E-06,0,4.76E-06,0,0,0
388,0.00012772,1.69E-05,0,2.90E-06,1.79E-06,3.24E-06,0,0,3.19E-06,3.20E-06,1.82E-06,0,4.76E-06,0,0,0
389,0.00014136,1.72E-05,0,2.77E-06,1.76E-06,3.46E-06,0,0,3.22E-06,3.17E-06,1.83E-06,0,4.76E-06,0,0,0
390,0.000155,1.75E-05,0,2.64E-06,1.73E-06,3.68E-06,0,0,3.25E-06,3.15E-06,1.85E-06,0,4.76E-06,0,0,0
391,0.000287687,1.64E-05,0,3.97E-06,1.69E-06,5.91E-06,0,0,3.23E-06,3.12E-06,1.94E-06,0,4.44E-06,0,0,0
392,0.000395619,1.53E-05,0,5.29E-06,1.66E-06,8.14E-06,0,0,3.21E-06,3.10E-06,2.04E-06,0,4.13E-06,0,0,0
393,0.000544043,1.42E-05,0,6.62E-06,1.62E-06,1.04E-05,0,0,3.19E-06,3.07E-06,2.13E-06,0,3.81E-06,0,0,0
394,0.000748152,1.31E-05,0,7.94E-06,1.59E-06,1.26E-05,0,0,3.17E-06,3.05E-06,2.22E-06,0,3.49E-06,0,0,0
395,0.00102884,1.20E-05,0,9.27E-06,1.55E-06,1.48E-05,0,0,3.15E-06,3.03E-06,2.31E-06,0,3.18E-06,0,0,0
396,0.00141482,1.09E-05,0,1.06E-05,1.52E-06,1.71E-05,0,0,3.13E-06,3.00E-06,2.41E-06,0,2.86E-06,0,0,0
397,0.00194563,9.76E-06,0,1.19E-05,1.48E-06,1.93E-05,0,0,3.11E-06,2.98E-06,2.50E-06,0,2.54E-06,0,0,0
398,0.00267557,8.65E-06,0,1.32E-05,1.45E-06,2.15E-05,0,0,3.09E-06,2.95E-06,2.59E-06,0,2.22E-06,0,0,0
399,0.00367936,7.55E-06,0,1.46E-05,1.41E-06,2.38E-05,0,0,3.07E-06,2.93E-06,2.68E-06,0,1.91E-06,0,0,0
400,0.00505974,6.44E-06,0,1.59E-05,1.38E-06,2.60E-05,0,0,3.05E-06,2.90E-06,2.78E-06,0,1.59E-06,0,0,0
401,0.00695801,8.84E-06,0,5.78E-05,1.76E-06,2.48E-05,0,0,3.03E-06,2.88E-06,2.87E-06,0,1.75E-06,0,0,0
402,0.0360107,1.12E-05,0,9.97E-05,2.14E-06,2.36E-05,0,0,3.01E-06,2.85E-06,2.96E-06,0,1.91E-06,0,0,0
403,0.128052,1.36E-05,0,0.00014163,2.52E-06,2.25E-05,0,0,2.99E-06,2.83E-06,3.05E-06,0,2.06E-06,0,0,0
404,0.325699,1.60E-05,0,0.00018354,2.90E-06,2.13E-05,0,0,2.97E-06,2.81E-06,3.15E-06,0,2.22E-06,0,0,0
405,0.523315,1.84E-05,0,0.00022545,3.28E-06,2.01E-05,0,0,2.96E-06,2.78E-06,3.24E-06,0,2.38E-06,0,0,0
406,0.622803,2.08E-05,0,0.00026736,3.66E-06,1.89E-05,0,0,2.94E-06,2.76E-06,3.33E-06,0,2.54E-06,0,0,0
407,0.629585,2.32E-05,0,0.00030927,4.04E-06,1.77E-05,0,0,2.92E-06,2.73E-06,3.42E-06,0,2.70E-06,0,0,0
408,0.618408,2.56E-05,0,0.00035118,4.42E-06,1.66E-05,0,0,2.90E-06,2.71E-06,3.52E-06,0,2.85E-06,0,0,0
409,0.679901,2.80E-05,0,0.00039309,4.80E-06,1.54E-05,0,0,2.88E-06,2.68E-06,3.61E-06,0,3.01E-06,0,0,0
410,0.756714,3.04E-05,0,0.000435,5.18E-06,1.42E-05,0,0,2.86E-06,2.66E-06,3.70E-06,0,3.17E-06,0,0,0
411,0.763672,4.60E-05,0,0.0005305,4.90E-06,1.45E-05,0,0,2.84E-06,2.59E-06,3.54E-06,0,3.17E-06,0,0,0
